Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
-35.0,2860.1,-9535.3,1951.2,2040.3,516.5,LL,2,2,0
1.2,478.0,-479.2,4052.5,3819.4,4075.1,LLL,4,4,1
13.8,2859.3,-9591.8,1962.5,1998.4,509.9,LL,2,2,0
82.0,9530.6,-9612.5,501.5,491.9,483.1,NO,0,0,0
9.5,2849.3,-9505.9,1901.3,2078.7,497.5,LL,2,2,0
-8.4,941.9,-9679.1,3013.3,2443.9,495.7,LLG,3,3,0
1.2,952.7,-9494.0,3122.8,2684.6,517.9,LLG,3,3,0
-11.9,9451.2,-9436.4,483.1,464.2,493.0,NO,0,0,0
3.1,481.2,-480.0,4067.9,3988.7,3823.1,LLL,4,4,1
-21.2,9503.7,-9527.6,543.2,523.7,493.6,NO,0,0,0
12.3,9545.4,-9500.5,500.0,500.5,472.1,NO,0,0,0
-4.4,945.4,-9448.6,3173.3,2525.9,496.4,LLG,3,3,0
-2.1,474.1,-476.8,4010.7,3845.2,4151.9,LLL,4,4,1
-0.8,95.3,-96.1,4976.7,4659.8,5158.1,LLLG,5,5,1
-9.1,952.9,-9471.1,2808.2,2640.0,517.2,LLG,3,3,0
2.4,960.2,-9464.7,3107.0,2581.7,511.6,LLG,3,3,0
0.5,94.9,-95.6,4945.8,4904.0,5283.5,LLLG,5,5,1
-2.0,477.3,-475.3,4054.3,4186.2,4012.9,LLL,4,4,1
-3.5,477.1,-477.5,4053.0,4247.7,4034.9,LLL,4,4,1
-3.4,482.4,-480.0,4198.8,3918.0,3833.5,LLL,4,4,1
-74.1,9528.5,-9525.6,502.2,499.2,507.2,NO,0,0,0
1.0,475.6,-481.3,4241.0,4362.1,3935.9,LLL,4,4,1
22.1,9552.4,-9618.5,500.4,503.1,472.9,NO,0,0,0
48.1,9561.5,-9508.1,503.5,507.0,487.1,NO,0,0,0
-0.4,95.8,-95.2,4856.3,5408.1,5206.0,LLLG,5,5,1
-76.6,9495.7,-9571.5,517.4,508.9,519.6,NO,0,0,0
-75.3,9527.5,-9460.0,492.0,517.6,489.7,NO,0,0,0
-0.3,95.1,-96.5,4978.3,4897.1,5363.3,LLLG,5,5,1
-4.9,2858.3,-9537.8,2096.4,2044.9,496.9,LL,2,2,0
0.2,95.6,-94.6,4882.7,5077.1,4724.8,LLLG,5,5,1
1.2,2866.0,-9448.3,1939.9,1940.3,495.5,LL,2,2,0
9.8,2852.6,-9531.8,1964.3,2069.3,475.8,LL,2,2,0
-5.3,9540.0,-9548.3,2398.6,523.1,493.7,LG,1,1,0
-7.7,947.9,-9534.9,2821.9,2395.1,501.2,LLG,3,3,0
6.7,954.9,-9515.9,2896.6,2641.0,525.3,LLG,3,3,0
-65.1,9629.7,-9478.8,478.9,481.6,521.3,NO,0,0,0
15.5,9526.4,-9458.9,489.1,499.4,473.5,NO,0,0,0
8.9,2874.9,-9555.2,2057.8,1857.4,509.6,LL,2,2,0
-0.7,953.8,-9478.1,3130.1,2543.1,521.6,LLG,3,3,0
6.4,943.4,-9520.8,2827.3,2525.2,496.2,LLG,3,3,0
14.1,9523.8,-9505.8,2576.6,499.1,464.5,LG,1,1,0
-0.3,478.7,-476.3,3977.7,3853.7,3895.3,LLL,4,4,1
15.4,2874.0,-9509.9,2034.0,1832.0,535.1,LL,2,2,0
41.2,9461.8,-9495.6,484.9,529.5,517.4,NO,0,0,0
6.4,943.7,-9434.3,2884.4,2407.4,509.9,LLG,3,3,0
-6.5,955.0,-9501.8,2932.2,2547.6,493.5,LLG,3,3,0
-2.2,475.8,-474.1,4026.0,3828.8,3985.5,LLL,4,4,1
0.7,94.9,-95.1,5221.3,5030.5,4813.9,LLLG,5,5,1
-7.0,9507.0,-9400.7,487.0,518.3,482.0,NO,0,0,0
-57.3,9603.8,-9624.0,515.3,505.4,459.9,NO,0,0,0
-0.4,95.9,-95.3,4927.7,4808.1,5201.6,LLLG,5,5,1
2.5,481.7,-477.1,4078.5,4179.8,4042.3,LLL,4,4,1
-44.5,9479.6,-9544.4,503.3,439.9,498.5,NO,0,0,0
85.7,9548.1,-9522.0,502.1,501.8,501.6,NO,0,0,0
2.2,952.0,-9504.3,3036.0,2712.7,498.0,LLG,3,3,0
-2.5,474.2,-473.7,3758.2,3643.4,4075.7,LLL,4,4,1
-5.2,9540.3,-9451.2,524.8,499.8,501.6,NO,0,0,0
15.6,2874.5,-9496.4,2199.8,2117.1,443.0,LL,2,2,0
-0.8,472.4,-475.3,4121.1,3849.1,3947.1,LLL,4,4,1
-38.7,9584.4,-9525.7,495.0,480.5,501.2,NO,0,0,0
6.8,944.7,-9573.7,2907.4,2377.0,476.1,LLG,3,3,0
35.7,9499.8,-9484.9,502.1,479.4,514.1,NO,0,0,0
-10.5,2830.4,-9620.5,2074.5,1958.1,493.9,LL,2,2,0
-0.8,9641.5,-9573.6,2468.8,509.0,496.5,LG,1,1,0
-8.2,952.1,-9557.0,2847.5,2540.6,526.7,LLG,3,3,0
6.4,2846.4,-9480.3,1892.9,2054.9,495.8,LL,2,2,0
1.7,478.5,-475.8,4211.5,3945.4,3705.1,LLL,4,4,1
0.4,95.8,-95.3,4964.9,4895.4,4941.5,LLLG,5,5,1
-21.7,9551.0,-9543.0,489.5,478.3,520.5,NO,0,0,0
12.3,945.8,-9568.8,2858.9,2538.7,515.2,LLG,3,3,0
-0.0,475.7,-475.2,4088.1,4206.1,3930.0,LLL,4,4,1
-2.7,962.2,-9413.0,2917.8,2463.0,536.2,LLG,3,3,0
0.4,95.2,-94.7,5235.5,4816.1,5020.9,LLLG,5,5,1
-44.2,9436.2,-9562.6,495.0,518.3,517.7,NO,0,0,0
70.9,9475.7,-9549.7,530.2,496.9,497.2,NO,0,0,0
44.1,9508.2,-9447.2,513.6,506.1,493.4,NO,0,0,0
-71.1,9491.3,-9478.9,494.7,482.9,473.2,NO,0,0,0
9.6,2858.7,-9597.8,2034.9,2020.5,502.1,LL,2,2,0
-0.5,958.5,-9507.7,3104.1,2585.3,501.8,LLG,3,3,0
-0.1,9500.3,-9569.6,512.3,506.1,506.2,NO,0,0,0
-9.5,9631.7,-9507.6,2627.7,534.8,497.3,LG,1,1,0
-17.0,2881.2,-9449.2,1975.4,1912.1,503.8,LL,2,2,0
-7.0,473.2,-478.1,3662.1,4135.8,4093.1,LLL,4,4,1
2.8,9588.2,-9614.1,487.4,517.7,506.7,NO,0,0,0
1.6,474.7,-476.1,3928.7,4228.5,4081.2,LLL,4,4,1
2.2,952.0,-9549.4,3124.8,2521.6,492.1,LLG,3,3,0
20.2,9585.2,-9576.2,479.3,540.3,519.4,NO,0,0,0
-2.1,473.9,-472.6,4280.5,4086.2,3775.7,LLL,4,4,1
-24.9,9513.9,-9521.6,487.1,506.4,485.1,NO,0,0,0
-0.1,476.7,-475.5,4154.4,4045.7,4035.0,LLL,4,4,1
7.5,956.7,-9569.6,3008.9,2325.8,495.8,LLG,3,3,0
-2.3,950.8,-9589.7,2903.3,2255.7,464.2,LLG,3,3,0
-0.3,95.5,-95.7,4643.4,4808.6,4649.7,LLLG,5,5,1
5.0,9537.8,-9496.1,2424.6,531.6,483.2,LG,1,1,0
4.0,9477.8,-9571.6,2540.7,523.3,474.1,LG,1,1,0
6.7,946.4,-9494.8,2998.2,2652.1,499.9,LLG,3,3,0
-0.1,94.7,-95.1,4873.8,4873.8,5166.1,LLLG,5,5,1
-12.6,9512.1,-9469.1,495.3,526.3,509.4,NO,0,0,0
-0.1,94.9,-94.7,5159.0,5283.2,4844.0,LLLG,5,5,1
-26.2,2874.3,-9484.2,1934.2,2114.5,495.7,LL,2,2,0
15.5,2867.2,-9606.9,1911.2,2023.9,535.5,LL,2,2,0
-51.6,9444.3,-9496.1,486.4,503.9,475.1,NO,0,0,0
4.7,2859.0,-9555.2,2010.0,1972.5,504.8,LL,2,2,0
33.2,9503.4,-9529.3,490.5,501.7,511.9,NO,0,0,0
-1.2,946.6,-9388.9,2965.4,2410.2,506.8,LLG,3,3,0
-12.2,2854.8,-9590.2,2093.1,2004.4,557.1,LL,2,2,0
-1.2,476.3,-475.2,3984.6,3895.0,3934.8,LLL,4,4,1
33.9,9535.1,-9521.5,557.8,471.1,523.5,NO,0,0,0
37.0,9517.9,-9561.3,476.9,529.1,492.4,NO,0,0,0
-6.5,9563.1,-9480.4,525.4,502.6,493.9,NO,0,0,0
0.0,95.3,-95.0,5277.4,5368.3,4750.6,LLLG,5,5,1
-2.6,473.9,-479.7,4088.1,3801.3,4256.0,LLL,4,4,1
0.1,478.4,-480.9,4041.9,4053.8,4192.5,LLL,4,4,1
-0.4,2871.6,-9576.4,2085.8,2163.0,481.4,LL,2,2,0
-11.1,2879.3,-9527.5,1964.3,1827.2,517.4,LL,2,2,0
-1.6,477.4,-476.6,4226.9,3712.8,3719.0,LLL,4,4,1
-2.4,9469.3,-9548.0,2415.2,490.2,538.9,LG,1,1,0
-3.7,478.4,-478.1,3935.5,3914.5,4209.3,LLL,4,4,1
12.6,9480.1,-9548.6,469.3,496.3,488.5,NO,0,0,0
-116.8,9540.8,-9540.1,482.6,477.1,511.2,NO,0,0,0
-0.9,94.7,-95.7,5007.6,4951.3,5238.4,LLLG,5,5,1
5.5,941.7,-9538.0,3231.9,2557.8,478.6,LLG,3,3,0
-14.3,9500.2,-9526.7,485.5,490.8,499.5,NO,0,0,0
-0.2,95.8,-95.4,5082.7,5037.9,5106.3,LLLG,5,5,1
7.1,2825.1,-9567.1,2065.4,1942.1,514.6,LL,2,2,0
-3.7,946.3,-9505.0,2971.4,2542.6,472.5,LLG,3,3,0
6.4,2872.5,-9540.2,1928.6,1967.1,496.2,LL,2,2,0
0.6,480.8,-476.2,4006.0,3823.2,3923.4,LLL,4,4,1
12.8,9461.7,-9471.0,492.1,503.6,482.8,NO,0,0,0
37.8,9458.3,-9504.1,465.3,493.2,502.4,NO,0,0,0
97.1,9645.0,-9559.9,465.5,538.5,515.2,NO,0,0,0
1.0,957.0,-9499.1,3138.6,2494.1,499.4,LLG,3,3,0
-41.3,9419.3,-9568.2,498.8,486.3,489.2,NO,0,0,0
3.2,9632.7,-9553.8,2528.9,481.4,506.9,LG,1,1,0
2.0,476.2,-477.5,4069.7,4261.4,3858.4,LLL,4,4,1
-9.8,950.7,-9498.9,3086.4,2468.4,534.0,LLG,3,3,0
-1.2,948.5,-9510.0,2857.8,2527.8,505.3,LLG,3,3,0
-0.8,942.8,-9562.9,3117.1,2509.5,513.6,LLG,3,3,0
-9.2,957.1,-9555.8,2786.8,2474.8,499.7,LLG,3,3,0
26.4,2862.0,-9489.7,2085.6,1870.7,483.7,LL,2,2,0
0.2,94.8,-95.5,4975.6,5080.8,4938.5,LLLG,5,5,1
0.4,474.9,-475.9,3961.3,3931.5,4037.6,LLL,4,4,1
8.0,9524.4,-9546.5,509.0,499.6,479.2,NO,0,0,0
-2.3,9465.2,-9642.9,2409.1,457.9,502.5,LG,1,1,0
-1.1,474.4,-475.8,3995.4,4016.8,4124.0,LLL,4,4,1
-2.7,478.0,-478.3,4295.7,4102.6,4002.5,LLL,4,4,1
-0.3,472.8,-476.9,4217.7,3971.8,4083.4,LLL,4,4,1
0.9,9611.4,-9635.3,2380.6,495.9,491.9,LG,1,1,0
2.6,2842.9,-9512.6,2102.5,2040.3,540.9,LL,2,2,0
43.9,9503.4,-9485.6,492.7,485.9,494.4,NO,0,0,0
55.5,9432.1,-9478.8,490.0,484.6,482.6,NO,0,0,0
2.0,475.2,-477.4,3967.0,4117.4,3997.3,LLL,4,4,1
98.5,9574.8,-9495.2,478.7,512.8,504.6,NO,0,0,0
-4.0,9522.4,-9556.6,488.5,501.4,496.1,NO,0,0,0
9.9,9596.1,-9485.0,504.2,483.2,520.0,NO,0,0,0
-21.5,2865.0,-9522.0,1930.4,2072.0,537.6,LL,2,2,0
-3.3,948.9,-9514.6,3089.9,2506.1,512.2,LLG,3,3,0
0.4,9567.8,-9499.4,2482.5,486.0,519.6,LG,1,1,0
41.9,9596.5,-9497.6,503.7,504.3,492.4,NO,0,0,0
0.2,94.4,-94.7,5096.2,4730.2,5386.5,LLLG,5,5,1
-48.8,9480.2,-9463.6,506.5,498.6,489.0,NO,0,0,0
4.6,2866.7,-9526.0,1942.1,1952.3,487.1,LL,2,2,0
3.3,945.9,-9514.0,2836.8,2473.5,493.0,LLG,3,3,0
-8.7,9482.3,-9477.3,2481.7,480.9,509.7,LG,1,1,0
0.8,479.0,-476.0,3951.0,3968.0,3950.2,LLL,4,4,1
-14.2,2833.5,-9529.9,2018.9,2073.7,485.2,LL,2,2,0
-87.7,9621.9,-9496.7,468.2,519.0,531.1,NO,0,0,0
28.8,9459.0,-9620.1,491.9,471.4,510.2,NO,0,0,0
-102.7,9575.4,-9542.0,507.4,476.3,509.4,NO,0,0,0
-74.5,9457.6,-9482.1,501.3,516.0,490.4,NO,0,0,0
6.0,9551.5,-9543.1,529.0,521.6,530.1,NO,0,0,0
15.2,9471.7,-9558.1,540.8,524.0,483.0,NO,0,0,0
-0.3,475.9,-469.5,3976.7,3741.5,3909.9,LLL,4,4,1
-45.7,9513.2,-9536.3,485.0,501.2,486.1,NO,0,0,0
-57.9,9563.8,-9542.4,534.2,517.7,479.9,NO,0,0,0
38.7,9488.1,-9546.2,491.7,506.9,501.2,NO,0,0,0
-41.2,9466.5,-9456.6,482.3,488.2,511.9,NO,0,0,0
-0.1,95.5,-95.2,4826.4,5190.0,5285.7,LLLG,5,5,1
20.3,9523.3,-9396.2,485.8,473.5,489.6,NO,0,0,0
0.9,480.3,-476.2,3734.9,3891.0,3770.2,LLL,4,4,1
-8.4,9537.1,-9587.8,2739.0,512.0,494.1,LG,1,1,0
-12.7,2845.0,-9524.2,1995.8,2040.9,465.0,LL,2,2,0
6.6,951.3,-9482.5,2978.5,2226.7,498.0,LLG,3,3,0
-0.0,95.8,-95.2,5102.8,4463.5,5227.2,LLLG,5,5,1
2.2,2851.3,-9494.2,2073.7,1984.7,506.9,LL,2,2,0
28.2,9605.1,-9634.1,492.0,506.4,494.0,NO,0,0,0
-6.9,944.1,-9533.9,2833.6,2323.2,470.7,LLG,3,3,0
-1.7,472.6,-476.7,3991.5,3986.2,4028.2,LLL,4,4,1
2.9,9513.4,-9592.4,2622.0,517.6,516.3,LG,1,1,0
-3.7,9566.0,-9486.5,2376.4,469.1,516.5,LG,1,1,0
0.8,473.5,-478.7,3894.1,3915.5,4016.3,LLL,4,4,1
-6.1,475.2,-476.8,3938.0,3888.9,3903.8,LLL,4,4,1
-1.5,2843.9,-9523.3,2088.0,1914.7,502.5,LL,2,2,0
8.7,2832.8,-9571.9,1906.8,2197.3,506.1,LL,2,2,0
-77.8,9525.6,-9618.6,496.5,478.0,512.5,NO,0,0,0
-27.3,2836.8,-9502.3,1954.5,1991.6,509.8,LL,2,2,0
-8.3,951.3,-9514.5,2654.0,2505.1,487.5,LLG,3,3,0
61.0,9544.2,-9557.9,487.6,492.7,510.6,NO,0,0,0
8.0,2860.9,-9512.3,2087.2,2172.2,480.6,LL,2,2,0
-4.0,9550.2,-9559.9,2666.6,519.8,494.8,LG,1,1,0
21.8,2838.1,-9452.8,1911.5,1850.6,503.0,LL,2,2,0
-0.7,476.8,-475.8,4076.9,4162.8,3492.3,LLL,4,4,1
-29.9,2855.2,-9597.7,1890.0,2051.5,473.5,LL,2,2,0
-0.9,474.9,-475.7,4159.2,4017.5,3864.3,LLL,4,4,1
25.4,9588.2,-9602.2,518.6,504.2,521.6,NO,0,0,0
2.5,476.7,-476.9,3903.8,4098.2,4128.3,LLL,4,4,1
-29.7,9521.9,-9513.7,481.1,507.3,489.3,NO,0,0,0
-8.2,2861.5,-9497.7,2043.5,2121.5,463.3,LL,2,2,0
15.3,2870.1,-9512.4,2005.1,2084.6,540.1,LL,2,2,0
0.1,95.5,-94.7,4769.9,5441.5,4937.5,LLLG,5,5,1
3.9,474.1,-481.3,3951.4,3664.7,4140.0,LLL,4,4,1
-2.1,2839.5,-9393.9,1856.1,1972.5,510.8,LL,2,2,0
5.2,2861.6,-9603.5,1914.1,1902.5,539.1,LL,2,2,0
0.4,2848.0,-9575.9,2020.9,2033.0,509.4,LL,2,2,0
8.1,476.5,-476.7,3821.3,3889.7,4351.1,LLL,4,4,1
-41.6,2869.0,-9476.2,2071.5,2018.5,502.7,LL,2,2,0
-0.5,476.8,-475.5,3882.3,4495.4,4153.7,LLL,4,4,1
-4.8,474.5,-481.7,3970.4,3941.2,4103.2,LLL,4,4,1
56.8,9612.8,-9600.3,490.4,533.8,524.7,NO,0,0,0
7.5,2855.6,-9609.1,2056.1,1892.7,512.1,LL,2,2,0
-6.2,9560.9,-9491.6,536.5,462.0,525.8,NO,0,0,0
0.5,95.3,-95.7,5565.8,5068.1,5133.2,LLLG,5,5,1
-46.1,9475.9,-9480.1,535.9,485.3,505.8,NO,0,0,0
0.9,95.5,-95.0,4720.6,4910.7,4921.5,LLLG,5,5,1
-73.6,9546.1,-9526.6,511.6,509.5,506.8,NO,0,0,0
5.0,2854.1,-9475.9,1999.8,1921.1,472.8,LL,2,2,0
12.9,2864.5,-9518.0,1873.9,1922.5,496.4,LL,2,2,0
-1.6,473.8,-478.7,3852.5,4106.3,3907.0,LLL,4,4,1
-36.3,9486.7,-9532.0,460.0,515.5,495.5,NO,0,0,0
-27.0,9514.6,-9503.6,495.3,486.5,518.5,NO,0,0,0
-5.3,954.1,-9430.8,2985.9,2651.4,473.0,LLG,3,3,0
-21.8,2866.1,-9588.2,1987.7,2057.4,512.8,LL,2,2,0
26.4,2859.7,-9528.2,2136.8,1966.0,483.6,LL,2,2,0
2.5,955.2,-9511.6,2897.0,2532.6,525.1,LLG,3,3,0
-0.5,9491.2,-9580.4,2491.5,548.6,492.7,LG,1,1,0
-8.9,474.9,-476.6,3750.8,4026.2,3852.3,LLL,4,4,1
-22.2,2870.4,-9540.1,1929.5,1948.8,486.5,LL,2,2,0
-69.2,9441.4,-9599.0,480.3,535.5,492.8,NO,0,0,0
-2.2,478.4,-478.4,4084.4,3957.7,3958.2,LLL,4,4,1
-4.7,9455.5,-9542.0,502.4,498.6,515.0,NO,0,0,0
0.5,94.8,-95.9,5292.5,5125.7,4922.4,LLLG,5,5,1
-48.4,9448.8,-9528.4,505.6,491.8,473.8,NO,0,0,0
-8.6,948.6,-9579.3,3060.5,2417.3,485.9,LLG,3,3,0
-7.4,2877.5,-9616.3,1945.1,1949.1,497.4,LL,2,2,0
0.9,479.3,-475.4,3976.7,4170.4,3804.1,LLL,4,4,1
-2.7,2864.8,-9515.5,1918.9,1892.7,497.0,LL,2,2,0
34.1,9504.8,-9507.2,514.4,507.5,474.7,NO,0,0,0
0.1,2866.0,-9582.9,1991.9,2076.7,514.2,LL,2,2,0
3.7,955.7,-9448.8,3319.0,2518.2,547.0,LLG,3,3,0
0.1,95.2,-95.6,4996.3,4801.4,5104.0,LLLG,5,5,1
0.3,95.1,-95.0,4802.5,5387.5,4934.7,LLLG,5,5,1
2.7,478.4,-474.8,3941.2,3648.9,3939.4,LLL,4,4,1
3.0,955.9,-9472.1,3002.9,2501.9,492.1,LLG,3,3,0
6.8,962.9,-9565.4,2767.8,2454.4,489.4,LLG,3,3,0
-0.4,96.0,-95.6,4819.5,5227.3,5022.9,LLLG,5,5,1
47.3,9496.2,-9557.5,470.6,470.2,509.1,NO,0,0,0
-18.4,2852.7,-9552.6,1947.6,1910.2,506.2,LL,2,2,0
0.8,955.1,-9547.0,2865.8,2478.9,489.1,LLG,3,3,0
-2.2,2873.7,-9513.0,1967.2,2029.2,523.3,LL,2,2,0
-9.7,2871.2,-9552.7,2042.2,2090.9,499.8,LL,2,2,0
19.7,2863.8,-9624.5,1917.2,1962.7,542.6,LL,2,2,0
10.7,2854.9,-9538.0,1994.2,2159.2,469.8,LL,2,2,0
4.6,952.2,-9564.3,2957.4,2412.8,531.7,LLG,3,3,0
-22.6,2854.2,-9634.9,1925.2,1991.2,499.6,LL,2,2,0
-10.8,9484.2,-9518.9,479.8,502.3,485.5,NO,0,0,0
4.0,9585.1,-9577.1,472.3,518.3,520.2,NO,0,0,0
9.9,2836.7,-9595.8,1857.6,2021.6,509.5,LL,2,2,0
5.9,9522.1,-9594.6,499.9,535.3,470.7,NO,0,0,0
-61.1,9457.9,-9600.6,492.0,516.1,500.9,NO,0,0,0
-57.6,9487.1,-9514.2,487.8,507.8,489.9,NO,0,0,0
0.3,476.2,-478.1,4020.4,4034.4,3910.5,LLL,4,4,1
14.6,2866.6,-9438.5,1946.5,1973.1,492.1,LL,2,2,0
14.5,9577.7,-9447.1,479.1,495.9,511.5,NO,0,0,0
23.8,9594.0,-9412.0,499.2,522.3,525.7,NO,0,0,0
4.2,949.4,-9486.3,2903.9,2485.2,508.3,LLG,3,3,0
4.2,2869.1,-9569.8,2027.3,2044.4,482.5,LL,2,2,0
27.0,2864.9,-9504.0,2155.5,2031.5,471.2,LL,2,2,0
27.0,9503.4,-9541.7,500.9,467.1,486.0,NO,0,0,0
0.3,94.5,-95.6,5302.2,4730.1,5056.0,LLLG,5,5,1
0.6,938.1,-9512.9,3198.7,2570.8,505.5,LLG,3,3,0
45.4,9554.0,-9542.1,505.5,461.6,504.2,NO,0,0,0
3.8,480.3,-479.5,3739.6,3979.9,3940.7,LLL,4,4,1
-39.9,9540.0,-9541.6,547.5,514.8,500.0,NO,0,0,0
22.5,9588.1,-9462.3,509.4,536.0,516.6,NO,0,0,0
-0.5,476.4,-467.0,4247.8,3915.7,3739.3,LLL,4,4,1
-3.4,480.1,-475.4,3756.5,3954.2,4010.7,LLL,4,4,1
-1.0,945.4,-9493.0,2929.7,2419.1,499.6,LLG,3,3,0
0.3,95.2,-95.2,4841.3,5011.5,4853.1,LLLG,5,5,1
-1.3,963.4,-9594.4,2968.1,2499.0,511.8,LLG,3,3,0
15.2,2873.9,-9574.1,1939.5,2148.0,552.1,LL,2,2,0
18.2,9498.8,-9615.0,486.5,528.9,475.3,NO,0,0,0
-0.5,96.0,-95.2,5459.8,4616.5,5194.1,LLLG,5,5,1
-0.1,95.1,-96.1,5040.3,5008.7,4796.8,LLLG,5,5,1
0.1,960.2,-9624.5,3013.0,2672.4,487.4,LLG,3,3,0
-6.2,479.7,-474.2,3846.0,4070.0,4209.4,LLL,4,4,1
-23.2,2885.9,-9557.1,1980.7,1931.5,497.3,LL,2,2,0
-1.0,479.1,-475.9,3949.0,3844.8,3768.4,LLL,4,4,1
-5.6,480.4,-475.6,3972.2,4070.7,3896.8,LLL,4,4,1
0.4,472.9,-480.0,3924.1,4208.7,4050.4,LLL,4,4,1
-39.4,9550.4,-9574.1,500.8,497.1,470.6,NO,0,0,0
58.6,9549.0,-9619.9,517.8,486.0,509.8,NO,0,0,0
0.4,95.4,-95.7,4999.6,5134.9,4615.6,LLLG,5,5,1
-4.3,2873.4,-9475.8,2011.7,1932.1,461.9,LL,2,2,0
-5.2,9591.6,-9455.8,535.0,488.3,524.5,NO,0,0,0
-5.9,951.0,-9588.9,2776.8,2577.1,494.0,LLG,3,3,0
11.3,2841.6,-9523.3,2091.4,2085.8,477.6,LL,2,2,0
11.9,2870.2,-9526.8,1855.4,2077.8,475.9,LL,2,2,0
6.0,2884.9,-9476.8,2093.9,2009.6,489.9,LL,2,2,0
1.0,472.5,-474.0,4119.6,4346.6,4192.2,LLL,4,4,1
40.2,9548.2,-9543.8,525.4,497.6,507.6,NO,0,0,0
20.4,9534.2,-9580.4,486.7,534.8,480.0,NO,0,0,0
-1.3,476.5,-473.0,4037.3,4220.6,4106.3,LLL,4,4,1
0.2,94.3,-94.4,4885.7,5082.2,5248.1,LLLG,5,5,1
-21.4,2822.2,-9453.7,2087.7,2072.5,515.3,LL,2,2,0
-0.7,95.9,-95.0,4689.5,5123.4,5371.9,LLLG,5,5,1
1.5,2850.0,-9582.2,2146.7,2011.6,492.4,LL,2,2,0
-25.7,2861.9,-9504.6,1908.9,2014.4,487.3,LL,2,2,0
-5.7,2849.3,-9555.1,1901.7,2038.0,516.7,LL,2,2,0
5.1,9530.7,-9512.7,2574.2,480.9,543.0,LG,1,1,0
58.5,9462.3,-9512.7,443.9,535.6,523.9,NO,0,0,0
-1.2,2887.2,-9545.8,2042.3,2012.2,488.6,LL,2,2,0
1.8,478.9,-475.0,4267.6,4052.1,3931.6,LLL,4,4,1
-0.6,478.4,-472.7,3759.5,4158.0,3908.9,LLL,4,4,1
14.8,9502.1,-9472.8,491.5,530.2,466.4,NO,0,0,0
-69.4,9538.0,-9517.5,504.3,511.6,489.7,NO,0,0,0
-0.6,95.5,-96.2,4929.1,4879.9,5191.3,LLLG,5,5,1
59.5,9604.8,-9555.4,482.0,506.8,478.4,NO,0,0,0
-37.4,9483.9,-9576.4,528.5,493.6,500.5,NO,0,0,0
0.9,9509.2,-9594.2,2617.2,542.7,479.6,LG,1,1,0
1.3,474.2,-477.3,3907.7,4259.3,4004.7,LLL,4,4,1
-32.8,9538.0,-9538.9,526.0,503.3,499.2,NO,0,0,0
0.0,95.5,-95.1,4920.8,5200.3,4928.4,LLLG,5,5,1
1.7,952.2,-9509.1,3044.9,2493.4,520.7,LLG,3,3,0
53.8,9461.8,-9436.1,512.7,503.6,489.9,NO,0,0,0
0.6,475.0,-475.8,4165.8,4180.9,4194.7,LLL,4,4,1
5.6,2845.8,-9478.9,1998.3,1986.6,534.2,LL,2,2,0
-8.4,9557.4,-9556.7,2684.2,494.9,517.0,LG,1,1,0
4.6,961.7,-9430.1,2887.0,2511.7,513.6,LLG,3,3,0
-2.5,478.4,-479.2,4095.5,3835.2,4204.0,LLL,4,4,1
-6.0,9625.1,-9591.8,475.8,508.0,484.3,NO,0,0,0
-6.2,9501.5,-9540.5,2471.9,487.4,477.6,LG,1,1,0
3.8,9602.2,-9494.3,2392.8,518.9,494.5,LG,1,1,0
2.9,475.9,-473.1,3739.0,4240.9,4003.8,LLL,4,4,1
2.1,476.5,-478.4,3935.5,4331.3,4019.1,LLL,4,4,1
-2.6,474.8,-476.8,4066.7,3979.7,4136.9,LLL,4,4,1
-42.3,9502.9,-9584.0,516.2,523.2,491.7,NO,0,0,0
-2.1,945.8,-9624.2,2899.8,2342.1,461.7,LLG,3,3,0
-1.9,474.9,-476.0,4003.2,3936.0,3955.8,LLL,4,4,1
-33.0,2875.6,-9423.2,2048.5,1930.2,518.3,LL,2,2,0
1.0,9483.7,-9613.4,485.9,503.1,510.3,NO,0,0,0
1.7,477.4,-479.8,3954.3,4018.1,3825.0,LLL,4,4,1
0.4,95.9,-94.9,4961.4,5018.0,4674.4,LLLG,5,5,1
66.6,9493.3,-9526.2,513.4,493.0,471.2,NO,0,0,0
2.1,480.6,-475.3,4103.6,3972.8,4071.0,LLL,4,4,1
-89.9,9491.5,-9482.6,497.6,466.6,511.0,NO,0,0,0
6.7,9496.5,-9518.9,2637.2,485.1,510.8,LG,1,1,0
-11.3,9593.1,-9555.0,498.1,476.7,515.2,NO,0,0,0
1.1,954.3,-9516.1,2784.8,2540.4,512.2,LLG,3,3,0
2.1,474.9,-478.3,3983.3,4342.4,3999.5,LLL,4,4,1
9.3,9506.3,-9589.1,2465.4,503.2,498.1,LG,1,1,0
26.6,9485.1,-9456.9,499.8,481.0,511.8,NO,0,0,0
3.3,2859.4,-9460.2,2115.3,1807.5,516.5,LL,2,2,0
-99.4,9549.6,-9511.7,516.0,502.7,516.5,NO,0,0,0
30.9,9511.2,-9499.4,528.9,472.0,509.5,NO,0,0,0
-41.0,2841.7,-9550.8,2046.5,1902.5,470.9,LL,2,2,0
26.8,9548.5,-9519.8,531.4,510.3,514.3,NO,0,0,0
77.4,9618.8,-9421.8,506.9,512.0,494.4,NO,0,0,0
